ipr_accession	category
IPR008410	Other
IPR008411	Other
IPR008412	Other
IPR008414	Other
IPR008415	 
IPR008416	Other
IPR008417	Other
IPR008419	Other
IPR008420	Other
IPR008421	Other
IPR008422	 
IPR008423	Other
IPR008424	Other
IPR008425	Other
IPR008426	 
IPR008427	Other
IPR008428	Other
IPR008429	Other
IPR008430	Other
IPR008431	Other
IPR008432	Other
IPR008433	Other
IPR008434	Other
IPR008435	Other
IPR008436	Other
IPR008437	Other
IPR008438	Other
IPR008439	Other
IPR008440	Other
IPR008441	Other
IPR008442	Other
IPR008444	Other
IPR008445	Other
IPR008446	Other
IPR008447	Other
IPR008448	 
IPR008449	Other
IPR008450	Other
IPR008451	Other
IPR008452	Other
IPR008453	Other
IPR008454	Other
IPR008455	Other
IPR008456	Other
IPR008457	Other
IPR008458	Other
IPR008461	Other
IPR008462	Other
IPR008463	 
IPR008464	Other
IPR008465	Other
IPR008466	Other
IPR008467	Other
IPR008468	 
IPR008469	Other
IPR008470	Other
IPR008471	Other
IPR008472	Other
IPR008473	Other
IPR008474	Other
IPR008475	Other
IPR008476	Other
IPR008477	Other
IPR008478	Other
IPR008479	Other
IPR008480	Other
IPR008481	Other
IPR008482	Other
IPR008483	Other
IPR008484	Other
IPR008485	Other
IPR008486	Other
IPR008487	Other
IPR008489	Other
IPR008490	Other
IPR008491	 
IPR008492	Other
IPR008493	Other
IPR008494	Other
IPR008495	Other
IPR008496	Other
IPR008497	Other
IPR008498	Other
IPR008499	Other
IPR008500	Other
IPR008501	 
IPR008502	Other
IPR008504	Other
IPR008505	Other
IPR008506	Other
IPR008507	Other
IPR008508	 
IPR008509	Other
IPR008510	Other
IPR008511	Other
IPR008513	Other
IPR008514	Other
IPR008515	Other
IPR008516	Other
IPR008517	Other
IPR008518	Other
IPR008519	Other
IPR008520	Other
IPR008521	Other
IPR008523	Other
IPR008524	Other
IPR008525	Other
IPR008526	Other
IPR008527	Other
IPR008528	Other
IPR008530	Other
IPR008532	Other
IPR008533	Other
IPR008534	Other
IPR008535	Other
IPR008536	Other
IPR008537	Other
IPR008538	Other
IPR008540	 
IPR008541	Other
IPR008542	Other
IPR008543	Other
IPR008544	Other
IPR008545	Other
IPR008546	Other
IPR008547	Other
IPR008550	Other
IPR008551	Other
IPR008552	Other
IPR008553	Other
IPR008554	 
IPR008555	Other
IPR008557	Other
IPR008558	Other
IPR008559	Other
IPR008560	Other
IPR008561	Other
IPR008562	Other
IPR008563	Other
IPR008564	Other
IPR008565	Other
IPR008566	Other
IPR008567	Other
IPR008568	Other
IPR008569	Other
IPR008570	Other
IPR008571	 
IPR008573	 
IPR008574	Other
IPR008576	Other
IPR008577	Other
IPR008579	Other
IPR008580	Other
IPR008581	Other
IPR008584	Other
IPR008585	Other
IPR008586	Other
IPR008587	Other
IPR008588	Other
IPR008589	Other
IPR008590	Other
IPR008591	 
IPR008592	Other
IPR008593	 
IPR008594	Other
IPR008595	Other
IPR008596	Other
IPR008597	Other
IPR008598	Other
IPR008599	Other
IPR008601	Other
IPR008602	Other
IPR008603	Other
IPR008604	Other
IPR008605	Other
IPR008606	Other
IPR008608	Other
IPR008609	 
IPR008610	Other
IPR008611	Other
IPR008612	Other
IPR008613	Other
IPR008614	Other
IPR008615	Other
IPR008617	Other
IPR008618	Other
IPR008619	Other
IPR008620	Other
IPR008621	Other
IPR008622	Other
IPR008625	Other
IPR008626	Other
IPR008627	Other
IPR008628	Other
IPR008629	Other
IPR008630	Other
IPR008631	Other
IPR008632	Other
IPR008633	Other
IPR008634	Other
IPR008635	Other
IPR008636	Other
IPR008637	Other
IPR008638	Other
IPR008639	Other
IPR008640	Other
IPR008642	Other
IPR008644	Other
IPR008645	Other
IPR008646	Other
IPR008647	Other
IPR008648	 
IPR008649	 
IPR008650	Other
IPR008651	Other
IPR008652	Other
IPR008653	Other
IPR008655	Other
IPR008656	Other
IPR008657	Other
IPR008658	Other
IPR008659	Other
IPR008660	Other
IPR008661	Other
IPR008662	Other
IPR008663	Other
IPR008664	Other
IPR008665	Other
IPR008668	Other
IPR008669	Other
IPR008670	Other
IPR008672	Other
IPR008673	Other
IPR008674	 
IPR008675	Other
IPR008676	 
IPR008677	Other
IPR008680	Other
IPR008681	 
IPR008685	Other
IPR008686	Other
IPR008687	 
IPR008688	Other
IPR008689	Other
IPR008690	Other
IPR008691	Other
IPR008692	Other
IPR008693	Other
IPR008698	Other
IPR008699	Other
IPR008700	Other
IPR008701	Other
IPR008702	Other
IPR008703	Other
IPR008704	Other
IPR008705	Other
IPR008706	Other
IPR008707	Other
IPR008708	Other
IPR008709	Other
IPR008710	Other
IPR008711	 
IPR008712	Other
IPR008713	Other
IPR008715	Other
IPR008716	Other
IPR008717	Other
IPR008718	Other
IPR008719	Other
IPR008720	Other
IPR008721	 
IPR008722	Other
IPR008723	 
IPR008724	Other
IPR008725	Other
IPR008726	Other
IPR008727	Other
IPR008728	Other
IPR008729	Other
IPR008730	Other
IPR008731	Other
IPR008732	Other
IPR008733	Other
IPR008734	Other
IPR008735	Other
IPR008736	Other
IPR008737	Other
IPR008738	Other
IPR008739	Other
IPR008740	Other
IPR008741	Other
IPR008743	Other
IPR008744	 
IPR008745	Other
IPR008746	Other
IPR008748	Other
IPR008749	Other
IPR008750	Other
IPR008751	Other
IPR008752	Other
IPR008753	Other
IPR008754	Other
IPR008756	Other
IPR008757	Other
IPR008758	Other
IPR008760	Other
IPR008761	Other
IPR008763	Other
IPR008764	Other
IPR008765	Other
IPR008766	 
IPR008767	 
IPR008768	Other
IPR008769	Other
IPR008770	 
IPR008771	 
IPR008772	Other
IPR008773	Other
IPR008775	Other
IPR008776	Other
IPR008777	Other
IPR008778	Other
IPR008779	Other
IPR008780	Other
IPR008781	Other
IPR008784	 
IPR008785	Other
IPR008786	Other
IPR008787	Other
IPR008789	Other
IPR008790	Other
IPR008791	Other
IPR008792	Other
IPR008794	Other
IPR008795	Other
IPR008796	Other
IPR008797	Other
IPR008798	Other
IPR008799	Other
IPR008800	Other
IPR008801	Other
IPR008802	Other
IPR008803	Other
IPR008805	Other
IPR008806	 
IPR008807	 
IPR008808	Other
IPR008810	Other
IPR008811	Other
IPR008812	Other
IPR008813	 
IPR008814	Other
IPR008816	Other
IPR008818	Other
IPR008819	Other
IPR008820	Other
IPR008821	Other
IPR008822	 
IPR008823	 
IPR008824	 
IPR008825	Other
IPR008826	Other
IPR008827	Other
IPR008829	Other
IPR008831	 
IPR008832	Other
IPR008834	Other
IPR008835	Other
IPR008836	Other
IPR008837	Other
IPR008838	Other
IPR008839	Other
IPR008840	Other
IPR008841	Other
IPR008843	Other
IPR008844	Other
IPR008845	Other
IPR008846	Other
IPR008847	Other
IPR008848	Other
IPR008849	Other
IPR008850	Other
IPR008851	 
IPR008853	Other
IPR008854	 
IPR008855	Other
IPR008856	Other
IPR008857	Other
IPR008858	Other
IPR008859	Other
IPR008860	Other
IPR008861	Other
IPR008862	Other
IPR008863	Other
IPR008864	Other
IPR008865	 
IPR008866	 
IPR008867	Other
IPR008868	Other
IPR008869	Other
IPR008871	Other
IPR008872	Other
IPR008873	Other
IPR008874	Other
IPR008875	Other
IPR008876	 
IPR008878	Other
IPR008879	 
IPR008880	Other
IPR008881	Other
IPR008882	Other
IPR008883	Other
IPR008884	Other
IPR008886	Other
IPR008887	Other
IPR008888	 
IPR008889	Other
IPR008890	Other
IPR008891	Other
IPR008892	Other
IPR008893	Other
IPR008894	Other
IPR008895	 
IPR008896	Other
IPR008897	Other
IPR008898	Other
IPR008899	 
IPR008900	Other
IPR008901	Other
IPR008902	Other
IPR008903	Other
IPR008905	Other
IPR008906	Other
IPR008907	Other
IPR008908	Other
IPR008909	Other
IPR008910	Other
IPR008911	Other
IPR008912	Other
IPR008913	 
IPR008914	Other
IPR008915	Other
IPR008916	Other
IPR008917	 
IPR008918	 
IPR008919	Other
IPR008920	 
IPR008921	 
IPR008922	Other
IPR008924	Other
IPR008925	Other
IPR008926	 
IPR008927	Other
IPR008928	Other
IPR008929	Other
IPR008930	Other
IPR008932	Other
IPR008935	Other
IPR008936	Other
IPR008937	Other
IPR008939	Other
IPR008942	Other
IPR008944	 
IPR008947	Other
IPR008948	Other
IPR008949	Other
IPR008952	Other
IPR008953	Other
IPR008954	Other
IPR008956	Other
IPR008958	Other
IPR008962	Other
IPR008963	Other
IPR008964	Other
IPR008965	Other
IPR008966	Other
IPR008967	 
IPR008969	Other
IPR008971	Other
IPR008972	Other
IPR008974	Other
IPR008977	Other
IPR008978	Other
IPR008979	 
IPR008980	Other
IPR008981	Other
IPR008982	Other
IPR008983	Other
IPR008984	 
IPR008986	Other
IPR008987	Other
IPR008988	 
IPR008989	Other
IPR008990	Other
IPR008991	Other
IPR008992	Other
IPR008993	Other
IPR008995	Other
IPR008996	Other
IPR008998	Other
IPR008999	Other
IPR009000	Other
IPR009001	 
IPR009003	Other
IPR009004	 
IPR009006	Other
IPR009008	Other
IPR009009	Other
IPR009010	Other
IPR009011	Other
IPR009012	Other
IPR009013	 
IPR009014	Other
IPR009015	Other
IPR009016	Other
IPR009017	Other
IPR009018	Other
IPR009019	Other
IPR009022	Other
IPR009023	Other
IPR009024	Other
IPR009025	 
IPR009027	 
IPR009028	Other
IPR009029	Other
IPR009030	Other
IPR009031	Other
IPR009032	Other
IPR009033	Other
IPR009034	Other
IPR009038	Other
IPR009039	Other
IPR009040	Other
IPR009042	 
IPR009044	 
IPR009045	Other
IPR009047	Other
IPR009048	Other
IPR009049	Other
IPR009050	Other
IPR009051	Other
IPR009052	 
IPR009053	Other
IPR009056	Other
IPR009057	 
IPR009060	 
IPR009061	 
IPR009062	Other
IPR009063	Other
IPR009064	Other
IPR009066	Other
IPR009067	 
IPR009068	Other
IPR009069	Other
IPR009071	 
IPR009072	 
IPR009073	Other
IPR009075	Other
IPR009076	Other
IPR009077	Other
IPR009078	 
IPR009079	Other
IPR009080	Other
IPR009081	Other
IPR009083	Other
IPR009084	 
IPR009086	Other
IPR009087	Other
IPR009088	Other
IPR009089	 
IPR009091	Other
IPR009092	Other
IPR009093	 
IPR009094	Other
IPR009095	Other
IPR009096	Other
IPR009097	 
IPR009099	Other
IPR009100	Other
IPR009101	Other
IPR009103	Other
IPR009104	Other
IPR009105	Other
IPR009106	Other
IPR009107	Other
IPR009109	Other
IPR009110	 
IPR009111	Other
IPR009112	Other
IPR009113	Other
IPR009114	Other
IPR009115	 
IPR009116	 
IPR009117	 
IPR009118	 
IPR009119	Other
IPR009120	Other
IPR009121	Other
IPR009122	Other
IPR009123	Other
IPR009125	Other
IPR009126	 
IPR009132	Other
IPR009133	Other
IPR009135	Other
IPR009136	Other
IPR009137	Other
IPR009138	Other
IPR009139	Other
IPR009140	 
IPR009141	 
IPR009142	 
IPR009143	 
IPR009145	Other
IPR009146	 
IPR009147	Other
IPR009148	Other
IPR009150	Other
IPR009152	Other
IPR009153	Other
IPR009154	Other
IPR009155	Other
IPR009157	Other
IPR009158	Other
IPR009159	 
IPR009160	Other
IPR009161	Other
IPR009162	 
IPR009163	Other
IPR009164	Other
IPR009165	 
IPR009166	 
IPR009167	Other
IPR009168	Other
IPR009169	Other
IPR009170	 
IPR009172	Other
IPR009173	Other
IPR009174	Other
IPR009175	Other
IPR009176	Other
IPR009177	Other
IPR009179	Other
IPR009181	Other
IPR009183	Other
IPR009185	Other
IPR009186	Other
IPR009187	 
IPR009188	Other
IPR009190	Other
IPR009191	Other
IPR009192	Other
IPR009193	Other
IPR009194	Other
IPR009195	Other
IPR009197	Other
IPR009198	Other
IPR009199	Other
IPR009200	Other
IPR009201	Other
IPR009203	Other
IPR009205	Other
IPR009206	Other
IPR009207	Other
IPR009208	Other
IPR009209	Other
IPR009210	Other
IPR009211	Other
IPR009212	Other
IPR009214	Other
IPR009215	Other
IPR009216	Other
IPR009218	Other
IPR009219	Other
IPR009220	Other
IPR009221	Other
IPR009223	Other
IPR009224	Other
IPR009225	 
IPR009226	Other
IPR009227	Other
IPR009228	Other
IPR009229	Other
IPR009230	Other
IPR009231	Other
IPR009232	Other
IPR009233	 
IPR009234	Other
IPR009235	Other
IPR009236	Other
IPR009237	Other
IPR009238	Other
IPR009239	 
IPR009240	Other
IPR009241	Other
IPR009242	Other
IPR009244	 
IPR009245	Other
IPR009246	Other
IPR009247	Other
IPR009248	Other
IPR009249	Other
IPR009251	Other
IPR009252	Other
IPR009253	Other
IPR009254	Other
IPR009256	Other
IPR009257	Other
IPR009258	Other
IPR009259	Other
IPR009260	Other
IPR009261	Other
IPR009262	Other
IPR009263	Other
IPR009264	Other
IPR009265	Other
IPR009266	Other
IPR009267	Other
IPR009268	Other
IPR009269	Other
IPR009270	Other
IPR009271	Other
IPR009272	Other
IPR009273	Other
IPR009274	Other
IPR009275	Other
IPR009278	Other
IPR009279	Other
IPR009280	Other
IPR009281	Other
IPR009282	Other
IPR009283	Other
IPR009284	Other
IPR009285	Other
IPR009286	Other
IPR009287	 
IPR009288	Other
IPR009289	Other
IPR009290	Other
IPR009291	Other
IPR009292	Other
IPR009293	Other
IPR009294	Other
IPR009295	 
IPR009296	Other
IPR009297	Other
IPR009299	Other
IPR009300	 
IPR009301	Other
IPR009302	Other
IPR009303	Other
IPR009304	Other
IPR009305	Other
IPR009306	Other
IPR009307	Other
IPR009308	Other
IPR009309	Other
IPR009310	Other
IPR009311	Other
IPR009312	Other
IPR009313	Other
IPR009314	Other
IPR009315	Other
IPR009316	Other
IPR009317	Other
IPR009318	Other
IPR009319	Other
IPR009320	Other
IPR009321	Other
IPR009323	Other
IPR009324	Other
IPR009325	Other
IPR009326	Other
IPR009327	Other
IPR009328	Other
IPR009329	Other
IPR009330	Other
IPR009331	Other
IPR009332	Other
IPR009333	Other
IPR009334	Other
IPR009335	Other
IPR009337	Other
IPR009338	Other
IPR009339	Other
IPR009340	Other
IPR009342	Other
IPR009343	Other
IPR009344	Other
IPR009345	Other
IPR009346	Other
IPR009347	Other
IPR009348	Other
IPR009349	 
IPR009350	Other
IPR009351	Other
IPR009353	Other
IPR009354	Other
IPR009355	Other
IPR009356	Other
IPR009357	Other
IPR009359	Other
IPR009360	Other
IPR009361	Other
IPR009362	 
IPR009363	Other
IPR009364	Other
IPR009365	Other
IPR009366	 
IPR009367	Other
IPR009368	Other
IPR009369	Other
IPR009370	Other
IPR009371	Other
IPR009372	Other
IPR009373	Other
IPR009374	Other
IPR009376	Other
IPR009377	Other
IPR009378	Other
IPR009379	 
IPR009380	Other
IPR009381	Other
IPR009382	Other
IPR009383	Other
IPR009384	Other
IPR009385	Other
IPR009386	Other
IPR009387	Other
IPR009388	Other
IPR009389	Other
IPR009390	 
IPR009391	Other
IPR009392	Other
IPR009394	 
IPR009395	Other
IPR009396	Other
IPR009397	Other
IPR009398	Other
IPR009400	 
IPR009401	Other
IPR009402	Other
IPR009403	Other
IPR009404	Other
IPR009405	Other
IPR009406	Other
IPR009407	Other
IPR009408	Other
IPR009409	Other
IPR009410	Other
IPR009412	Other
IPR009413	Other
IPR009414	 
IPR009415	Other
IPR009416	Other
IPR009417	Other
IPR009418	Other
IPR009419	Other
IPR009420	Other
IPR009421	Other
IPR009422	Other
IPR009423	Other
IPR009424	Other
IPR009425	Other
IPR009426	Other
IPR009427	Other
IPR009428	Other
IPR009429	 
IPR009430	Other
IPR009431	Other
IPR009432	Other
IPR009433	Other
IPR009434	 
IPR009435	Other
IPR009436	Other
IPR009437	Other
IPR009438	Other
IPR009439	Other
IPR009440	Other
IPR009441	Other
IPR009443	Other
IPR009444	Other
IPR009445	Other
IPR009446	 
IPR009447	Other
IPR009448	Other
IPR009449	Other
IPR009450	Other
IPR009451	Other
IPR009452	Other
IPR009453	Other
IPR009454	Other
IPR009455	Other
IPR009456	Other
IPR009457	Other
IPR009458	Other
IPR009459	Other
IPR009460	Other
IPR009461	Other
IPR009462	 
IPR009463	Other
IPR009464	 
IPR009465	Other
IPR009466	Other
IPR009467	Other
IPR009468	Other
IPR009469	 
IPR009470	Other
IPR009471	Other
IPR009472	Other
IPR009473	Other
IPR009474	Other
IPR009475	Other
IPR009476	Other
IPR009477	Other
IPR009479	Other
IPR009480	Other
IPR009482	Other
IPR009483	Other
IPR009484	Other
IPR009485	Other
IPR009486	Other
IPR009487	Other
IPR009488	Other
IPR009489	Other
IPR009490	Other
IPR009491	Other
IPR009492	Other
IPR009493	Other
IPR009494	Other
IPR009495	Other
IPR009496	Other
IPR009497	Other
IPR009498	Other
IPR009499	Other
IPR009500	Other
IPR009501	Other
IPR009502	Other
IPR009503	Other
IPR009505	Other
IPR009506	Other
IPR009507	Other
IPR009508	 
IPR009509	Other
IPR009510	Other
IPR009511	Other
IPR009513	Other
IPR009514	Other
IPR009515	Other
IPR009516	Other
IPR009517	Other
IPR009518	Other
IPR009519	Other
IPR009520	Other
IPR009521	Other
IPR009522	Other
IPR009523	Other
IPR009524	Other
IPR009525	Other
IPR009526	Other
IPR009527	Other
IPR009528	 
IPR009529	Other
IPR009530	Other
IPR009531	Other
IPR009532	Other
IPR009533	Other
IPR009534	Other
IPR009535	Other
IPR009536	Other
IPR009537	Other
IPR009538	Other
IPR009539	Other
IPR009540	Other
IPR009542	Other
IPR009543	Other
IPR009544	Other
IPR009545	Other
IPR009547	Other
IPR009548	Other
IPR009550	 
IPR009551	Other
IPR009553	Other
IPR009554	 
IPR009556	Other
IPR009557	Other
IPR009558	Other
IPR009559	Other
IPR009560	Other
IPR009561	Other
IPR009562	Other
IPR009563	Other
IPR009564	Other
IPR009565	Other
IPR009566	Other
IPR009567	Other
IPR009568	Other
IPR009569	Other
IPR009570	Other
IPR009571	Other
IPR009572	Other
IPR009573	Other
IPR009574	Other
IPR009575	Other
IPR009576	Other
IPR009577	Other
IPR009578	Other
IPR009579	Other
IPR009580	Other
IPR009581	Other
IPR009582	Other
IPR009584	Other
IPR009585	Other
IPR009587	Other
IPR009588	Other
IPR009589	Other
IPR009590	 
IPR009591	Other
IPR009592	Other
IPR009593	Other
IPR009594	 
IPR009595	 
IPR009596	Other
IPR009597	Other
IPR009598	Other
IPR009599	Other
IPR009600	Other
IPR009601	 
IPR009602	Other
IPR009603	Other
IPR009604	Other
IPR009605	Other
IPR009606	Other
IPR009607	Other
IPR009608	Other
IPR009609	Other
IPR009610	Other
IPR009611	Other
IPR009612	Other
IPR009613	Other
IPR009614	Other
IPR009615	Other
IPR009617	Other
IPR009618	Other
IPR009619	Other
IPR009620	Other
IPR009621	Other
IPR009622	Other
IPR009623	Other
IPR009624	Other
IPR009625	Other
IPR009626	Other
IPR009627	Other
IPR009628	Other
IPR009629	Other
IPR009630	Other
IPR009631	Other
IPR009633	Other
IPR009634	Other
IPR009635	Other
IPR009636	Other
IPR009637	Other
IPR009639	Other
IPR009640	Other
IPR009641	Other
IPR009642	Other
IPR009643	Other
IPR009644	Other
IPR009645	Other
IPR009646	Other
IPR009647	Other
IPR009648	Other
IPR009649	 
IPR009650	Other
IPR009651	Other
IPR009652	Other
IPR009653	Other
IPR009655	Other
IPR009656	Other
IPR009657	Other
IPR009658	Other
IPR009659	Other
IPR009660	Other
IPR009661	Other
IPR009662	Other
IPR009663	Other
IPR009664	Other
IPR009665	Other
IPR009666	Other
IPR009667	Other
IPR009668	 
IPR009669	Other
IPR009670	Other
IPR009671	Other
IPR009672	Other
IPR009674	 
IPR009675	Other
IPR009676	Other
IPR009677	Other
IPR009678	Other
IPR009679	 
IPR009681	Other
IPR009682	Other
IPR009683	Other
IPR009684	Other
IPR009685	Other
IPR009686	Other
IPR009688	Other
IPR009689	Other
IPR009690	Other
IPR009692	Other
IPR009693	Other
IPR009694	Other
IPR009695	Other
IPR009696	Other
IPR009698	Other
IPR009699	 
IPR009700	Other
IPR009701	Other
IPR009702	Other
IPR009703	Other
IPR009704	Other
IPR009705	Other
IPR009706	Other
IPR009707	Other
IPR009708	Other
IPR009709	Other
IPR009711	Other
IPR009712	Other
IPR009713	Other
IPR009714	Other
IPR009715	Other
IPR009716	Other
IPR009717	Other
IPR009718	 
IPR009719	Other
IPR009720	Other
IPR009721	Other
IPR009722	Other
IPR009723	Other
IPR009724	Other
IPR009725	Other
IPR009727	Other
IPR009728	Other
IPR009729	Other
IPR009730	Other
IPR009731	 
IPR009732	Other
IPR009733	Other
IPR009734	Other
IPR009736	Other
IPR009737	Other
IPR009738	Other
IPR009739	Other
IPR009741	Other
IPR009742	Other
IPR009743	Other
IPR009744	 
IPR009745	Other
IPR009746	Other
IPR009748	Other
IPR009749	Other
IPR009750	Other
IPR009751	Other
IPR009752	Other
IPR009753	Other
IPR009754	Other
IPR009755	Other
IPR009757	Other
IPR009758	Other
IPR009759	Other
IPR009760	Other
IPR009761	Other
IPR009762	Other
IPR009764	Other
IPR009765	Other
IPR009766	Other
IPR009767	 
IPR009768	Other
IPR009769	Other
IPR009770	Other
IPR009771	Other
IPR009772	Other
IPR009773	Other
IPR009774	Other
IPR009775	Other
IPR009776	Other
IPR009777	Other
IPR009778	Other
IPR009779	Other
IPR009780	Other
IPR009781	Other
IPR009782	Other
IPR009783	Other
IPR009784	Other
IPR009785	Other
IPR009786	Other
IPR009787	Other
IPR009788	Other
IPR009790	Other
IPR009791	Other
IPR009792	Other
IPR009793	Other
IPR009794	Other
IPR009795	Other
IPR009796	Other
IPR009797	Other
IPR009798	Other
IPR009799	Other
IPR009800	Other
IPR009801	Other
IPR009803	Other
IPR009804	Other
IPR009805	Other
IPR009806	Other
IPR009807	Other
IPR009808	Other
IPR009809	Other
IPR009810	Other
IPR009811	Other
IPR009812	Other
IPR009813	Other
IPR009814	Other
IPR009815	Other
IPR009816	Other
IPR009818	Other
IPR009819	Other
IPR009820	Other
IPR009821	Other
IPR009822	 
IPR009823	Other
IPR009824	Other
IPR009825	Other
IPR009826	 
IPR009827	Other
IPR009828	Other
IPR009829	Other
IPR009830	Other
IPR009832	Other
IPR009833	Other
IPR009834	Other
IPR009835	Other
IPR009836	Other
IPR009837	Other
IPR009838	Other
IPR009839	Other
IPR009841	Other
IPR009842	Other
IPR009843	Other
IPR009844	Other
IPR009845	Other
IPR009846	Other
IPR009847	Other
IPR009848	Other
IPR009849	Other
IPR009850	Other
IPR009851	Other
IPR009852	Other
IPR009853	Other
IPR009854	Other
IPR009855	Other
IPR009856	Other
IPR009857	Other
IPR009858	Other
IPR009859	 
IPR009860	Other
IPR009861	Other
IPR009862	Other
IPR009863	Other
IPR009864	Other
IPR009865	Other
IPR009866	Other
IPR009867	Other
IPR009868	 
IPR009869	Other
IPR009870	Other
IPR009871	Other
IPR009872	Other
IPR009873	Other
IPR009874	Other
IPR009875	Other
IPR009876	Other
IPR009878	Other
IPR009879	Other
IPR009880	Other
IPR009881	Other
IPR009882	Other
IPR009883	Other
IPR009884	Other
IPR009885	Other
IPR009887	Other
IPR009888	 
IPR009889	Other
IPR009890	Other
IPR009891	Other
IPR009893	Other
IPR009894	Other
IPR009895	Other
IPR009896	Other
IPR009897	Other
IPR009898	Other
IPR009899	Other
IPR009900	Other
IPR009901	Other
IPR009902	Other
IPR009903	Other
IPR009904	Other
IPR009905	Other
IPR009906	Other
IPR009907	Other
IPR009908	Other
IPR009909	Other
IPR009910	Other
IPR009911	Other
IPR009912	Other
IPR009913	Other
IPR009914	Other
IPR009915	Other
IPR009916	Other
IPR009917	Other
IPR009918	Other
IPR009919	Other
IPR009920	Other
IPR009921	Other
IPR009922	Other
IPR009923	Other
IPR009924	Other
IPR009925	Other
