ipr_accession	category
IPR018277	Other
IPR018278	Other
IPR018279	Other
IPR018280	Other
IPR018281	Other
IPR018282	Other
IPR018283	Other
IPR018285	Other
IPR018287	 
IPR018288	Other
IPR018289	Other
IPR018290	Other
IPR018291	Other
IPR018292	Other
IPR018293	Other
IPR018294	Other
IPR018295	Other
IPR018296	Other
IPR018297	Other
IPR018298	Other
IPR018299	Other
IPR018300	Other
IPR018301	Other
IPR018302	Other
IPR018303	Other
IPR018304	 
IPR018305	Other
IPR018306	 
IPR018307	Other
IPR018309	Other
IPR018310	Other
IPR018311	Other
IPR018312	 
IPR018313	Other
IPR018314	Other
IPR018316	Other
IPR018317	Other
IPR018319	Other
IPR018320	 
IPR018321	Other
IPR018323	Other
IPR018324	 
IPR018325	 
IPR018326	 
IPR018327	 
IPR018328	 
IPR018330	 
IPR018332	Other
IPR018333	Other
IPR018334	 
IPR018335	 
IPR018336	Other
IPR018337	Other
IPR018338	Other
IPR018343	Other
IPR018347	Other
IPR018349	Other
IPR018350	 
IPR018354	Other
IPR018356	 
IPR018357	Other
IPR018358	Other
IPR018359	 
IPR018360	Other
IPR018361	Other
IPR018362	 
IPR018363	Other
IPR018365	Other
IPR018366	Other
IPR018368	Other
IPR018369	Other
IPR018370	Other
IPR018371	Other
IPR018372	Other
IPR018375	Other
IPR018376	Other
IPR018378	Other
IPR018379	 
IPR018382	 
IPR018383	Other
IPR018384	 
IPR018385	Other
IPR018389	Other
IPR018391	Other
IPR018392	Other
IPR018393	Other
IPR018394	 
IPR018395	Other
IPR018396	Other
IPR018397	Other
IPR018401	Other
IPR018402	Other
IPR018403	Other
IPR018410	Other
IPR018416	Other
IPR018422	Other
IPR018423	Other
IPR018426	Other
IPR018428	Other
IPR018429	Other
IPR018430	Other
IPR018431	Other
IPR018437	Other
IPR018441	Other
IPR018442	Other
IPR018445	Other
IPR018446	Other
IPR018448	Other
IPR018449	Other
IPR018450	Other
IPR018451	Other
IPR018454	Other
IPR018455	Other
IPR018456	Other
IPR018457	Other
IPR018459	Other
IPR018460	Other
IPR018461	Other
IPR018463	Other
IPR018464	Other
IPR018465	 
IPR018466	Other
IPR018467	Other
IPR018468	 
IPR018469	Other
IPR018470	Other
IPR018472	 
IPR018473	 
IPR018474	Other
IPR018475	Other
IPR018476	Other
IPR018477	Other
IPR018478	 
IPR018479	Other
IPR018480	Other
IPR018482	 
IPR018483	Other
IPR018484	Other
IPR018485	Other
IPR018486	Other
IPR018487	Other
IPR018488	Other
IPR018490	Other
IPR018491	Other
IPR018492	Other
IPR018493	Other
IPR018494	Other
IPR018495	Other
IPR018496	Other
IPR018497	Other
IPR018498	Other
IPR018499	Other
IPR018501	 
IPR018502	 
IPR018503	Other
IPR018504	Other
IPR018506	Other
IPR018507	Other
IPR018508	Other
IPR018509	Other
IPR018510	Other
IPR018511	Other
IPR018513	Other
IPR018514	Other
IPR018515	 
IPR018517	Other
IPR018520	Other
IPR018521	 
IPR018522	 
IPR018523	Other
IPR018524	 
IPR018525	 
IPR018526	Other
IPR018527	Other
IPR018528	Other
IPR018530	Other
IPR018531	Other
IPR018533	Other
IPR018534	Other
IPR018535	Other
IPR018536	Other
IPR018537	Other
IPR018538	 
IPR018539	Other
IPR018540	Other
IPR018541	 
IPR018542	Other
IPR018543	Other
IPR018544	Other
IPR018545	Other
IPR018546	Other
IPR018547	Other
IPR018548	Other
IPR018550	Other
IPR018551	Other
IPR018552	 
IPR018553	Other
IPR018554	 
IPR018555	Other
IPR018556	Other
IPR018557	Other
IPR018559	Other
IPR018560	Other
IPR018561	Other
IPR018562	 
IPR018563	Other
IPR018564	 
IPR018565	Other
IPR018566	Other
IPR018567	Other
IPR018568	Other
IPR018569	Other
IPR018570	Other
IPR018571	Other
IPR018572	Other
IPR018573	 
IPR018574	 
IPR018575	 
IPR018576	 
IPR018577	Other
IPR018578	Other
IPR018579	Other
IPR018580	Other
IPR018581	Other
IPR018582	Other
IPR018583	 
IPR018584	Other
IPR018585	Other
IPR018586	 
IPR018587	 
IPR018588	Other
IPR018589	Other
IPR018590	Other
IPR018591	Other
IPR018592	Other
IPR018593	Other
IPR018594	Other
IPR018597	Other
IPR018598	 
IPR018599	Other
IPR018600	Other
IPR018601	Other
IPR018602	Other
IPR018604	Other
IPR018605	Other
IPR018606	Other
IPR018607	 
IPR018608	Other
IPR018609	Other
IPR018610	Other
IPR018611	Other
IPR018612	Other
IPR018613	Other
IPR018614	Other
IPR018615	Other
IPR018616	Other
IPR018617	Other
IPR018618	Other
IPR018619	Other
IPR018620	Other
IPR018621	Other
IPR018622	 
IPR018624	Other
IPR018625	Other
IPR018626	Other
IPR018627	Other
IPR018628	Other
IPR018629	Other
IPR018630	Other
IPR018631	Other
IPR018632	Other
IPR018633	Other
IPR018634	Other
IPR018635	Other
IPR018636	Other
IPR018637	Other
IPR018638	Other
IPR018639	Other
IPR018640	 
IPR018641	Other
IPR018642	Other
IPR018643	Other
IPR018644	Other
IPR018645	Other
IPR018646	Other
IPR018647	Other
IPR018648	Other
IPR018649	Other
IPR018650	Other
IPR018652	Other
IPR018653	Other
IPR018654	Other
IPR018655	 
IPR018656	Other
IPR018657	Other
IPR018658	Other
IPR018659	Other
IPR018660	Other
IPR018661	Other
IPR018662	Other
IPR018663	Other
IPR018664	Other
IPR018665	Other
IPR018666	Other
IPR018667	Other
IPR018668	 
IPR018669	Other
IPR018671	Other
IPR018672	Other
IPR018673	Other
IPR018674	Other
IPR018676	Other
IPR018677	Other
IPR018678	Other
IPR018679	Other
IPR018680	Other
IPR018681	Other
IPR018682	Other
IPR018683	Other
IPR018684	Other
IPR018685	Other
IPR018686	Other
IPR018687	Other
IPR018688	Other
IPR018689	Other
IPR018690	Other
IPR018691	Other
IPR018692	Other
IPR018693	Other
IPR018694	Other
IPR018695	Other
IPR018696	Other
IPR018697	Other
IPR018698	Other
IPR018699	Other
IPR018700	Other
IPR018701	Other
IPR018702	Other
IPR018704	Other
IPR018705	Other
IPR018706	Other
IPR018707	Other
IPR018708	Other
IPR018709	Other
IPR018710	Other
IPR018711	Other
IPR018712	Other
IPR018713	Other
IPR018714	Other
IPR018715	Other
IPR018716	Other
IPR018717	Other
IPR018718	Other
IPR018719	Other
IPR018720	Other
IPR018721	Other
IPR018723	Other
IPR018724	Other
IPR018725	Other
IPR018727	Other
IPR018728	Other
IPR018729	Other
IPR018730	Other
IPR018731	Other
IPR018732	Other
IPR018733	Other
IPR018734	Other
IPR018735	Other
IPR018736	Other
IPR018737	 
IPR018738	Other
IPR018739	Other
IPR018740	Other
IPR018741	Other
IPR018742	Other
IPR018743	Other
IPR018744	Other
IPR018745	Other
IPR018746	Other
IPR018747	Other
IPR018748	Other
IPR018750	Other
IPR018752	Other
IPR018753	Other
IPR018754	Other
IPR018755	Other
IPR018756	Other
IPR018757	Other
IPR018758	Other
IPR018759	Other
IPR018760	Other
IPR018762	Other
IPR018763	Other
IPR018764	Other
IPR018765	Other
IPR018766	Other
IPR018767	Other
IPR018768	Other
IPR018769	Other
IPR018770	Other
IPR018771	Other
IPR018772	Other
IPR018773	Other
IPR018774	Other
IPR018775	 
IPR018776	Other
IPR018777	 
IPR018778	Other
IPR018779	 
IPR018780	Other
IPR018781	Other
IPR018782	Other
IPR018783	 
IPR018784	Other
IPR018785	Other
IPR018786	Other
IPR018787	Other
IPR018788	Other
IPR018789	Other
IPR018790	Other
IPR018791	Other
IPR018792	 
IPR018793	Other
IPR018794	Other
IPR018795	Other
IPR018796	Other
IPR018797	Other
IPR018798	Other
IPR018799	 
IPR018800	Other
IPR018801	Other
IPR018802	Other
IPR018803	Other
IPR018804	Other
IPR018805	Other
IPR018807	Other
IPR018808	Other
IPR018809	Other
IPR018810	Other
IPR018811	Other
IPR018812	Other
IPR018814	Other
IPR018815	 
IPR018816	Other
IPR018817	 
IPR018818	 
IPR018819	Other
IPR018820	Other
IPR018821	Other
IPR018822	Other
IPR018823	Other
IPR018824	Other
IPR018825	Other
IPR018827	Other
IPR018828	Other
IPR018829	Other
IPR018830	Other
IPR018831	Other
IPR018832	Other
IPR018833	Other
IPR018834	 
IPR018835	Other
IPR018836	Other
IPR018837	Other
IPR018838	 
IPR018839	Other
IPR018840	Other
IPR018841	Other
IPR018842	Other
IPR018843	Other
IPR018844	 
IPR018845	 
IPR018847	Other
IPR018848	Other
IPR018849	Other
IPR018850	 
IPR018851	Other
IPR018852	Other
IPR018853	Other
IPR018854	Other
IPR018855	Other
IPR018856	 
IPR018857	Other
IPR018858	Other
IPR018859	Other
IPR018860	Other
IPR018861	Other
IPR018862	Other
IPR018863	Other
IPR018864	Other
IPR018865	Other
IPR018866	 
IPR018867	Other
IPR018868	Other
IPR018870	 
IPR018871	Other
IPR018872	Other
IPR018873	 
IPR018874	Other
IPR018875	Other
IPR018876	Other
IPR018877	Other
IPR018878	Other
IPR018879	Other
IPR018880	Other
IPR018881	Other
IPR018882	Other
IPR018883	Other
IPR018884	Other
IPR018885	Other
IPR018886	Other
IPR018887	Other
IPR018888	Other
IPR018889	Other
IPR018890	Other
IPR018891	Other
IPR018892	Other
IPR018893	Other
IPR018894	Other
IPR018895	Other
IPR018897	Other
IPR018898	 
IPR018899	Other
IPR018900	Other
IPR018901	Other
IPR018902	Other
IPR018903	Other
IPR018904	Other
IPR018905	Other
IPR018906	 
IPR018907	Other
IPR018908	Other
IPR018909	Other
IPR018910	Other
IPR018911	Other
IPR018912	Other
IPR018913	Other
IPR018914	Other
IPR018915	Other
IPR018916	Other
IPR018917	Other
IPR018918	Other
IPR018919	Other
IPR018920	Other
IPR018922	Other
IPR018923	Other
IPR018924	Other
IPR018925	 
IPR018926	Other
IPR018927	Other
IPR018928	Other
IPR018929	Other
IPR018930	Other
IPR018931	Other
IPR018932	Other
IPR018933	Other
IPR018935	Other
IPR018936	Other
IPR018937	Other
IPR018938	Other
IPR018939	Other
IPR018940	Other
IPR018941	Other
IPR018942	Other
IPR018943	Other
IPR018944	 
IPR018946	Other
IPR018947	Other
IPR018948	Other
IPR018950	Other
IPR018951	Other
IPR018952	Other
IPR018953	Other
IPR018954	Other
IPR018955	Other
IPR018957	 
IPR018958	Other
IPR018959	Other
IPR018960	Other
IPR018961	Other
IPR018962	Other
IPR018963	Other
IPR018964	 
IPR018965	Other
IPR018966	Other
IPR018967	Other
IPR018968	Other
IPR018969	Other
IPR018970	Other
IPR018971	Other
IPR018972	Other
IPR018973	Other
IPR018974	Other
IPR018975	Other
IPR018976	Other
IPR018977	 
IPR018978	Other
IPR018979	Other
IPR018980	Other
IPR018981	Other
IPR018982	 
IPR018983	Other
IPR018984	Other
IPR018987	Other
IPR018988	Other
IPR018989	Other
IPR018990	Other
IPR018992	Other
IPR018993	Other
IPR018994	Other
IPR018995	Other
IPR018996	 
IPR018997	Other
IPR018998	Other
IPR018999	 
IPR019002	Other
IPR019003	Other
IPR019004	Other
IPR019005	Other
IPR019006	Other
IPR019007	Other
IPR019008	Other
IPR019009	Other
IPR019010	Other
IPR019011	Other
IPR019012	Other
IPR019013	Other
IPR019014	Other
IPR019015	 
IPR019016	 
IPR019017	 
IPR019018	Other
IPR019019	Other
IPR019020	Other
IPR019021	 
IPR019023	Other
IPR019024	 
IPR019025	Other
IPR019026	Other
IPR019027	Other
IPR019028	Other
IPR019029	Other
IPR019034	Other
IPR019035	Other
IPR019036	 
IPR019037	 
IPR019038	 
IPR019039	Other
IPR019041	 
IPR019042	Other
IPR019043	 
IPR019044	 
IPR019045	 
IPR019046	 
IPR019048	Other
IPR019049	Other
IPR019050	Other
IPR019051	Other
IPR019052	Other
IPR019054	 
IPR019056	Other
IPR019057	 
IPR019058	 
IPR019059	 
IPR019060	Other
IPR019062	 
IPR019063	 
IPR019064	 
IPR019065	 
IPR019066	 
IPR019067	 
IPR019068	 
IPR019069	 
IPR019070	 
IPR019071	 
IPR019072	 
IPR019073	 
IPR019074	Other
IPR019076	Other
IPR019079	Other
IPR019080	 
IPR019081	Other
IPR019082	 
IPR019083	Other
IPR019084	Other
IPR019087	Other
IPR019088	Other
IPR019089	 
IPR019092	 
IPR019093	Other
IPR019094	Other
IPR019095	Other
IPR019096	Other
IPR019097	Other
IPR019098	Other
IPR019099	Other
IPR019102	Other
IPR019103	 
IPR019106	 
IPR019108	Other
IPR019109	Other
IPR019110	Other
IPR019111	Other
IPR019114	Other
IPR019117	 
IPR019121	 
IPR019127	Other
IPR019128	 
IPR019129	Other
IPR019130	Other
IPR019131	Other
IPR019133	Other
IPR019134	Other
IPR019135	Other
IPR019136	 
IPR019137	Other
IPR019138	Other
IPR019139	 
IPR019140	 
IPR019141	Other
IPR019142	Other
IPR019143	Other
IPR019144	Other
IPR019145	Other
IPR019147	Other
IPR019148	Other
IPR019149	Other
IPR019150	Other
IPR019151	Other
IPR019152	Other
IPR019153	Other
IPR019154	Other
IPR019155	Other
IPR019156	Other
IPR019159	Other
IPR019160	Other
IPR019162	 
IPR019163	Other
IPR019164	Other
IPR019165	Other
IPR019166	Other
IPR019167	Other
IPR019168	Other
IPR019169	Other
IPR019170	Other
IPR019171	 
IPR019172	Other
IPR019173	Other
IPR019174	Other
IPR019175	Other
IPR019176	Other
IPR019177	Other
IPR019178	Other
IPR019179	Other
IPR019180	Other
IPR019181	Other
IPR019182	Other
IPR019183	Other
IPR019184	Other
IPR019185	Other
IPR019186	Other
IPR019188	Other
IPR019189	Other
IPR019190	 
IPR019191	Other
IPR019192	Other
IPR019193	Other
IPR019194	Other
IPR019195	Other
IPR019196	Other
IPR019197	Other
IPR019198	Other
IPR019199	 
IPR019200	Other
IPR019201	Other
IPR019202	Other
IPR019204	Other
IPR019205	Other
IPR019206	Other
IPR019207	Other
IPR019208	Other
IPR019209	Other
IPR019211	Other
IPR019212	Other
IPR019213	Other
IPR019214	Other
IPR019215	Other
IPR019216	Other
IPR019217	Other
IPR019218	Other
IPR019219	Other
IPR019220	Other
IPR019223	Other
IPR019224	Other
IPR019225	Other
IPR019226	Other
IPR019228	 
IPR019230	Other
IPR019231	Other
IPR019235	Other
IPR019236	Other
IPR019238	Other
IPR019239	Other
IPR019240	Other
IPR019241	Other
IPR019242	Other
IPR019243	Other
IPR019247	Other
IPR019248	Other
IPR019249	Other
IPR019250	Other
IPR019251	Other
IPR019253	Other
IPR019254	Other
IPR019257	Other
IPR019258	Other
IPR019260	Other
IPR019261	Other
IPR019262	Other
IPR019264	Other
IPR019265	Other
IPR019266	Other
IPR019267	 
IPR019268	Other
IPR019269	Other
IPR019270	Other
IPR019271	Other
IPR019273	Other
IPR019275	Other
IPR019276	Other
IPR019277	Other
IPR019278	Other
IPR019282	Other
IPR019283	Other
IPR019284	Other
IPR019285	Other
IPR019286	Other
IPR019287	Other
IPR019288	Other
IPR019289	Other
IPR019290	Other
IPR019291	Other
IPR019292	 
IPR019293	Other
IPR019294	 
IPR019296	Other
IPR019300	Other
IPR019301	Other
IPR019302	Other
IPR019303	Other
IPR019305	Other
IPR019306	Other
IPR019307	Other
IPR019308	Other
IPR019309	Other
IPR019310	Other
IPR019311	Other
IPR019312	Other
IPR019313	Other
IPR019314	Other
IPR019315	Other
IPR019316	Other
IPR019317	Other
IPR019318	Other
IPR019319	Other
IPR019320	Other
IPR019321	Other
IPR019322	Other
IPR019323	Other
IPR019324	Other
IPR019325	Other
IPR019326	Other
IPR019327	Other
IPR019328	Other
IPR019329	Other
IPR019330	Other
IPR019331	Other
IPR019332	Other
IPR019333	Other
IPR019334	Other
IPR019335	Other
IPR019336	Other
IPR019337	 
IPR019338	Other
IPR019339	Other
IPR019340	 
IPR019341	Other
IPR019342	Other
IPR019343	Other
IPR019344	Other
IPR019345	Other
IPR019346	Other
IPR019347	Other
IPR019348	Other
IPR019349	Other
IPR019350	 
IPR019351	Other
IPR019352	Other
IPR019354	Other
IPR019355	Other
IPR019356	Other
IPR019357	Other
IPR019358	Other
IPR019359	Other
IPR019361	 
IPR019362	Other
IPR019363	Other
IPR019364	Other
IPR019365	Other
IPR019366	Other
IPR019367	Other
IPR019368	 
IPR019369	 
IPR019370	Other
IPR019371	Other
IPR019372	Other
IPR019373	Other
IPR019374	Other
IPR019375	Other
IPR019376	Other
IPR019377	Other
IPR019378	Other
IPR019379	Other
IPR019380	Other
IPR019381	Other
IPR019382	Other
IPR019383	Other
IPR019384	Other
IPR019385	Other
IPR019387	Other
IPR019388	Other
IPR019389	Other
IPR019391	 
IPR019392	Other
IPR019393	Other
IPR019394	Other
IPR019395	Other
IPR019396	Other
IPR019397	Other
IPR019398	Other
IPR019399	 
IPR019400	Other
IPR019401	 
IPR019402	Other
IPR019403	Other
IPR019404	Other
IPR019405	Other
IPR019406	 
IPR019407	Other
IPR019408	 
IPR019409	Other
IPR019410	Other
IPR019411	Other
IPR019412	 
IPR019413	Other
IPR019414	Other
IPR019415	Other
IPR019416	Other
IPR019417	Other
IPR019419	Other
IPR019420	 
IPR019421	 
IPR019422	 
IPR019423	 
IPR019424	Other
IPR019425	Other
IPR019426	 
IPR019427	Other
IPR019428	 
IPR019429	 
IPR019430	 
IPR019431	Other
IPR019432	Other
IPR019433	Other
IPR019434	Other
IPR019435	Other
IPR019436	Other
IPR019438	 
IPR019439	Other
IPR019440	Other
IPR019441	Other
IPR019442	Other
IPR019443	Other
IPR019445	Other
IPR019446	Other
IPR019447	 
IPR019448	Other
IPR019449	Other
IPR019451	Other
IPR019452	Other
IPR019453	Other
IPR019454	Other
IPR019455	Other
IPR019456	Other
IPR019457	Other
IPR019458	Other
IPR019459	Other
IPR019460	Other
IPR019461	Other
IPR019462	 
IPR019464	Other
IPR019465	Other
IPR019466	Other
IPR019467	Other
IPR019468	Other
IPR019469	Other
IPR019470	Other
IPR019471	 
IPR019473	Other
IPR019474	Other
IPR019475	 
IPR019476	 
IPR019477	Other
IPR019478	Other
IPR019479	Other
IPR019480	Other
IPR019481	Other
IPR019482	Other
IPR019485	 
IPR019486	Other
IPR019487	Other
IPR019488	Other
IPR019489	Other
IPR019490	Other
IPR019491	Other
IPR019492	Other
IPR019493	Other
IPR019494	Other
IPR019495	Other
IPR019496	 
IPR019497	Other
IPR019498	Other
IPR019499	Other
IPR019500	Other
IPR019501	Other
IPR019502	 
IPR019503	Other
IPR019504	Other
IPR019505	Other
IPR019506	Other
IPR019507	Other
IPR019508	Other
IPR019509	Other
IPR019510	Other
IPR019511	Other
IPR019512	Other
IPR019513	 
IPR019514	Other
IPR019515	Other
IPR019516	Other
IPR019517	Other
IPR019518	 
IPR019519	Other
IPR019520	Other
IPR019522	Other
IPR019523	Other
IPR019524	Other
IPR019525	 
IPR019526	 
IPR019527	Other
IPR019528	Other
IPR019529	Other
IPR019530	Other
IPR019531	Other
IPR019532	Other
IPR019533	Other
IPR019534	Other
IPR019535	Other
IPR019536	Other
IPR019537	Other
IPR019538	Other
IPR019539	Other
IPR019540	Other
IPR019541	Other
IPR019542	Other
IPR019543	Other
IPR019544	Other
IPR019545	Other
IPR019546	Other
IPR019547	Other
IPR019548	 
IPR019549	 
IPR019552	Other
IPR019553	Other
IPR019554	Other
IPR019557	Other
IPR019558	Other
IPR019559	Other
IPR019560	Other
IPR019561	Other
IPR019562	Other
IPR019563	Other
IPR019564	Other
IPR019566	Other
IPR019568	Other
IPR019570	Other
IPR019571	Other
IPR019572	Other
IPR019574	Other
IPR019575	Other
IPR019576	Other
IPR019577	Other
IPR019579	Other
IPR019580	Other
IPR019581	Other
IPR019582	Other
IPR019583	Other
IPR019585	Other
IPR019587	Other
IPR019588	Other
IPR019590	Other
IPR019591	Other
IPR019592	Other
IPR019593	Other
IPR019594	Other
IPR019595	Other
IPR019596	Other
IPR019597	Other
IPR019598	Other
IPR019599	Other
IPR019600	Other
IPR019601	Other
IPR019602	Other
IPR019603	Other
IPR019604	Other
IPR019605	Other
IPR019606	Other
IPR019607	Other
IPR019608	Other
IPR019609	Other
IPR019610	Other
IPR019612	Other
IPR019613	Other
IPR019614	 
IPR019615	Other
IPR019616	Other
IPR019617	Other
IPR019618	Other
IPR019619	Other
IPR019620	Other
IPR019621	Other
IPR019622	Other
IPR019623	Other
IPR019624	Other
IPR019625	Other
IPR019626	Other
IPR019627	Other
IPR019629	Other
IPR019630	Other
IPR019631	Other
IPR019632	Other
IPR019633	Other
IPR019634	Other
IPR019635	Other
IPR019637	Other
IPR019638	Other
IPR019639	Other
IPR019642	Other
IPR019644	Other
IPR019645	Other
IPR019646	Other
IPR019647	Other
IPR019648	Other
IPR019649	Other
IPR019650	Other
IPR019651	Other
IPR019652	Other
IPR019653	Other
IPR019654	Other
IPR019655	Other
IPR019656	Other
IPR019657	 
IPR019658	Other
IPR019659	Other
IPR019660	Other
IPR019661	Other
IPR019662	Other
IPR019663	Other
IPR019664	Other
IPR019665	Other
IPR019666	 
IPR019667	Other
IPR019668	Other
IPR019669	Other
IPR019670	Other
IPR019671	Other
IPR019672	Other
IPR019673	Other
IPR019674	Other
IPR019675	Other
IPR019676	Other
IPR019678	Other
IPR019679	 
IPR019680	Other
IPR019681	Other
IPR019682	Other
IPR019683	Other
IPR019684	Other
IPR019685	Other
IPR019686	Other
IPR019687	Other
IPR019688	Other
IPR019689	 
IPR019690	Other
IPR019691	Other
IPR019692	Other
IPR019693	Other
IPR019694	Other
IPR019695	Other
IPR019697	Other
IPR019698	Other
IPR019699	Other
IPR019700	Other
IPR019701	Other
IPR019702	Other
IPR019703	Other
IPR019704	Other
IPR019707	 
IPR019708	Other
IPR019710	Other
IPR019711	Other
IPR019712	Other
IPR019713	Other
IPR019714	Other
IPR019715	Other
IPR019716	Other
IPR019717	Other
IPR019718	Other
IPR019719	Other
IPR019720	Other
IPR019721	Other
IPR019722	Other
IPR019723	Other
IPR019724	Other
IPR019725	Other
IPR019726	Other
IPR019727	Other
IPR019728	Other
IPR019729	Other
IPR019730	Other
IPR019731	Other
IPR019732	Other
IPR019733	Other
IPR019734	Other
IPR019735	Other
IPR019736	Other
IPR019737	 
IPR019738	Other
IPR019739	 
IPR019740	Other
IPR019741	Other
IPR019742	Other
IPR019743	Other
IPR019744	Other
IPR019745	Other
IPR019747	Other
IPR019748	Other
IPR019749	Other
IPR019752	Other
IPR019755	 
IPR019756	Other
IPR019757	Other
IPR019758	Other
IPR019760	 
IPR019761	 
IPR019762	Other
IPR019763	Other
IPR019764	Other
IPR019765	Other
IPR019767	Other
IPR019769	Other
IPR019770	Other
IPR019771	Other
IPR019772	Other
IPR019773	Other
IPR019774	Other
IPR019775	Other
IPR019776	Other
IPR019777	Other
IPR019778	Other
IPR019779	Other
IPR019780	Other
IPR019783	Other
IPR019786	 
IPR019787	 
IPR019789	Other
IPR019790	Other
IPR019791	Other
IPR019792	Other
IPR019793	Other
IPR019794	Other
IPR019795	Other
IPR019796	Other
IPR019797	Other
IPR019798	Other
IPR019799	Other
IPR019800	Other
IPR019801	Other
IPR019802	Other
IPR019803	Other
IPR019804	Other
IPR019805	Other
IPR019806	Other
IPR019807	Other
IPR019808	Other
IPR019809	 
IPR019810	Other
IPR019811	Other
IPR019812	Other
IPR019813	Other
IPR019814	Other
IPR019815	Other
IPR019817	 
IPR019818	Other
IPR019819	Other
IPR019820	Other
IPR019821	Other
IPR019823	Other
IPR019824	Other
IPR019825	Other
IPR019826	Other
IPR019827	Other
IPR019828	Other
IPR019829	Other
IPR019830	Other
IPR019831	Other
IPR019832	Other
IPR019833	Other
IPR019834	Other
IPR019835	 
IPR019836	Other
IPR019837	Other
IPR019838	Other
IPR019839	Other
IPR019840	Other
IPR019841	Other
IPR019842	Other
IPR019843	 
IPR019844	 
IPR019845	Other
IPR019846	Other
IPR019847	Other
IPR019848	 
IPR019850	Other
IPR019851	 
IPR019852	Other
IPR019853	Other
IPR019854	Other
IPR019855	 
IPR019856	 
IPR019857	 
IPR019858	 
IPR019859	Other
IPR019860	Other
IPR019861	Other
IPR019862	Other
IPR019863	Other
IPR019864	Other
IPR019865	Other
IPR019866	Other
IPR019867	Other
IPR019868	Other
IPR019869	Other
IPR019870	Other
IPR019871	Other
IPR019872	Other
IPR019873	Other
IPR019874	Other
IPR019875	Other
IPR019876	Other
IPR019877	Other
IPR019878	Other
IPR019879	Other
IPR019880	Other
IPR019881	Other
IPR019882	Other
IPR019883	Other
IPR019884	Other
IPR019885	 
IPR019886	Other
IPR019887	 
IPR019888	 
IPR019889	 
IPR019890	Other
IPR019891	Other
IPR019892	Other
IPR019893	Other
IPR019894	Other
IPR019895	Other
IPR019896	Other
IPR019897	Other
IPR019898	Other
IPR019899	Other
IPR019901	Other
IPR019902	Other
IPR019903	Other
IPR019904	Other
IPR019905	Other
IPR019906	Other
IPR019907	Other
IPR019908	 
IPR019909	Other
IPR019910	Other
IPR019911	Other
IPR019912	Other
IPR019913	Other
IPR019914	Other
IPR019915	Other
IPR019916	Other
IPR019917	Other
IPR019918	Other
IPR019919	Other
IPR019920	Other
IPR019921	Other
IPR019922	Other
IPR019923	Other
IPR019924	Other
IPR019925	 
IPR019926	Other
IPR019927	Other
IPR019928	Other
IPR019929	Other
IPR019930	Other
IPR019931	Other
IPR019932	Other
IPR019933	Other
IPR019934	Other
IPR019935	Other
IPR019936	Other
IPR019937	Other
IPR019938	Other
IPR019939	 
IPR019940	 
IPR019941	Other
IPR019942	Other
IPR019943	Other
IPR019944	Other
IPR019945	Other
IPR019946	Other
IPR019947	 
IPR019948	Other
IPR019949	Other
IPR019950	Other
IPR019951	Other
IPR019952	Other
IPR019953	Other
IPR019954	 
IPR019956	 
IPR019957	Other
IPR019958	 
IPR019959	Other
IPR019960	Other
IPR019961	Other
IPR019962	Other
IPR019963	Other
IPR019964	Other
IPR019965	Other
IPR019966	Other
IPR019967	Other
IPR019968	Other
IPR019969	 
IPR019970	Other
IPR019971	Other
IPR019972	Other
IPR019973	 
IPR019974	 
IPR019975	Other
IPR019977	Other
IPR019978	Other
IPR019979	Other
IPR019980	Other
IPR019981	Other
IPR019982	Other
IPR019983	Other
IPR019984	Other
IPR019985	Other
IPR019986	Other
IPR019987	Other
IPR019988	Other
IPR019989	Other
IPR019991	Other
IPR019992	Other
IPR019993	Other
IPR019994	Other
IPR019995	Other
IPR019996	Other
IPR019998	Other
IPR019999	Other
IPR020000	Other
IPR020003	Other
IPR020004	Other
IPR020005	Other
IPR020006	Other
IPR020007	Other
IPR020008	Other
IPR020009	Other
IPR020010	Other
IPR020011	Other
IPR020012	Other
IPR020013	Other
IPR020014	Other
IPR020015	Other
IPR020016	Other
IPR020017	Other
IPR020018	Other
IPR020019	Other
IPR020020	Other
IPR020021	Other
IPR020022	Other
IPR020023	Other
IPR020024	Other
IPR020025	Other
IPR020026	Other
IPR020027	Other
IPR020028	Other
IPR020029	 
IPR020030	Other
IPR020031	 
IPR020032	 
IPR020033	 
IPR020034	Other
IPR020036	Other
IPR020037	Other
IPR020038	Other
IPR020039	Other
IPR020040	Other
IPR020042	Other
IPR020043	Other
IPR020044	Other
IPR020045	 
IPR020046	 
IPR020048	Other
IPR020049	Other
IPR020050	Other
IPR020051	Other
IPR020052	Other
IPR020053	Other
IPR020054	Other
IPR020055	Other
IPR020056	Other
IPR020057	Other
IPR020058	Other
IPR020059	Other
IPR020061	Other
IPR020062	 
IPR020063	Other
IPR020065	Other
IPR020066	Other
IPR020067	Other
IPR020069	Other
IPR020070	Other
IPR020073	Other
IPR020075	Other
IPR020076	Other
IPR020077	Other
IPR020079	Other
IPR020080	Other
IPR020081	Other
IPR020082	Other
IPR020083	Other
IPR020084	 
IPR020085	 
IPR020087	Other
IPR020089	Other
IPR020090	Other
IPR020091	Other
IPR020092	Other
IPR020095	Other
IPR020097	Other
IPR020099	Other
IPR020100	Other
IPR020101	Other
IPR020102	Other
IPR020103	Other
IPR020104	Other
IPR020105	Other
IPR020108	Other
IPR020109	Other
